tconst,primaryTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes
tt1305806,The Secret in Their Eyes,0,2009,129,"Drama,Mystery,Romance",8.2,218154
tt1306980,50/50,0,2011,100,"Comedy,Drama,Romance",7.6,339780
tt1318514,Rise of the Planet of the Apes,0,2011,105,"Action,Drama,Sci-Fi",7.6,547735
tt1320253,The Expendables,0,2010,103,"Action,Adventure,Thriller",6.4,359894
tt1321870,Gangster Squad,0,2013,113,"Action,Crime,Drama",6.7,220754
tt1323594,Despicable Me,0,2010,95,"Adventure,Animation,Comedy",7.6,570793
tt13238346,Past Lives,0,2023,105,"Drama,Romance",8.0,37082
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,0,2011,117,"Adventure,Drama,Fantasy",4.9,250043
tt1325004,The Twilight Saga: Eclipse,0,2010,124,"Action,Adventure,Drama",5.1,256065
tt1340138,Terminator Genisys,0,2015,126,"Action,Adventure,Sci-Fi",6.3,288782
tt1340800,Tinker Tailor Soldier Spy,0,2011,127,"Drama,Mystery,Thriller",7.0,209289
tt1343092,The Great Gatsby,0,2013,143,"Drama,Romance",7.2,579526
tt1343727,Dredd,0,2012,95,"Action,Crime,Sci-Fi",7.1,288544
tt1345836,The Dark Knight Rises,0,2012,164,"Action,Drama,Thriller",8.4,1784605
tt1355644,Passengers,0,2016,116,"Drama,Romance,Sci-Fi",7.0,432491
tt1365519,Tomb Raider,0,2018,119,"Action,Adventure,Fantasy",6.3,223016
tt1371111,Cloud Atlas,0,2012,172,"Drama,Mystery,Sci-Fi",7.4,370408
tt1375666,Inception,0,2010,148,"Action,Adventure,Sci-Fi",8.8,2481710
tt1375670,Grown Ups,0,2010,102,Comedy,6.0,267406
tt1385826,The Adjustment Bureau,0,2011,106,"Crime,Mystery,Romance",7.0,266437
tt1386588,The Other Guys,0,2010,107,"Action,Comedy,Crime",6.6,282254
tt1386697,Suicide Squad,0,2016,123,"Action,Adventure,Fantasy",5.9,710341
tt1386703,Total Recall,0,2012,118,"Action,Adventure,Sci-Fi",6.2,262982
tt1392170,The Hunger Games,0,2012,142,"Action,Adventure,Sci-Fi",7.2,965844
tt1392190,Mad Max: Fury Road,0,2015,120,"Action,Adventure,Sci-Fi",8.1,1054026
tt1392214,Prisoners,0,2013,153,"Crime,Drama,Mystery",8.1,777198
tt1396484,It,0,2017,135,Horror,7.3,587712
tt1397280,Taken 2,0,2012,92,"Action,Crime,Thriller",6.2,317769
tt1398426,Straight Outta Compton,0,2015,147,"Biography,Drama,History",7.8,213440
tt1399103,Transformers: Dark of the Moon,0,2011,154,"Action,Adventure,Sci-Fi",6.2,426297
tt1401152,Unknown,0,2011,113,"Action,Mystery,Thriller",6.8,267351
tt1403865,True Grit,0,2010,110,"Drama,Western",7.6,352051
tt1408101,Star Trek Into Darkness,0,2013,132,"Action,Adventure,Sci-Fi",7.7,493230
tt1409024,Men in Black 3,0,2012,106,"Action,Adventure,Comedy",6.8,379973
tt1411238,No Strings Attached,0,2011,108,"Comedy,Romance",6.2,240429
tt1411697,The Hangover Part II,0,2011,102,Comedy,6.5,523694
tt1424381,Predators,0,2010,107,"Action,Adventure,Fantasy",6.4,240211
tt1428538,Hansel & Gretel: Witch Hunters,0,2013,88,"Action,Fantasy,Horror",6.1,213931
tt1430132,The Wolverine,0,2013,126,"Action,Sci-Fi",6.7,484448
tt1431045,Deadpool,0,2016,108,"Action,Comedy",8.0,1093610
tt1436562,Rio,0,2011,96,"Adventure,Animation,Comedy",6.9,242463
tt1440129,Battleship,0,2012,131,"Action,Adventure,Sci-Fi",5.8,254710
tt1446714,Prometheus,0,2012,124,"Adventure,Mystery,Sci-Fi",7.0,630907
tt1453405,Monsters University,0,2013,104,"Adventure,Animation,Comedy",7.2,380082
tt1454029,The Help,0,2011,146,Drama,8.1,481807
tt1454468,Gravity,0,2013,91,"Drama,Sci-Fi,Thriller",7.7,850500
tt1457767,The Conjuring,0,2013,112,"Horror,Mystery,Thriller",7.5,541589
tt1458175,The Next Three Days,0,2010,133,"Action,Crime,Drama",7.3,203084
tt1464335,Uncharted,0,2022,116,"Action,Adventure",6.3,240052
tt1464540,I Am Number Four,0,2011,111,"Action,Adventure,Sci-Fi",6.1,243877
tt1469304,Baywatch,0,2017,116,"Action,Comedy,Crime",5.5,197518
tt1477834,Aquaman,0,2018,143,"Action,Adventure,Fantasy",6.8,504167
tt1478338,Bridesmaids,0,2011,125,Comedy,6.8,304607
tt1483013,Oblivion,0,2013,124,"Action,Adventure,Sci-Fi",7.0,544619
tt1485796,The Greatest Showman,0,2017,105,"Biography,Drama,Musical",7.5,301288
tt1489889,Central Intelligence,0,2016,107,"Action,Comedy,Crime",6.3,206549
tt1490017,The Lego Movie,0,2014,100,"Action,Adventure,Animation",7.7,379887
tt1499658,Horrible Bosses,0,2011,98,"Comedy,Crime",6.9,463442
tt1504320,The King's Speech,0,2010,118,"Biography,Drama,History",8.0,699307
tt15097216,Jai Bhim,0,2021,164,"Crime,Drama,Mystery",8.8,211743
tt1515091,Sherlock Holmes: A Game of Shadows,0,2011,129,"Action,Adventure,Mystery",7.4,472867
tt1517268,Barbie,0,2023,114,"Adventure,Comedy,Fantasy",7.0,371504
tt1517451,A Star Is Born,0,2018,136,"Drama,Music,Romance",7.6,407419
tt15327088,Kantara,0,2022,148,"Action,Adventure,Drama",8.2,98849
tt1535108,Elysium,0,2013,109,"Action,Drama,Sci-Fi",6.6,463915
tt1535109,Captain Phillips,0,2013,134,"Action,Biography,Crime",7.8,482833
tt15398776,Oppenheimer,0,2023,180,"Biography,Drama,History",8.5,471503
tt1542344,127 Hours,0,2010,94,"Biography,Drama",7.5,393577
tt15501640,Drishyam 2,0,2022,140,"Crime,Drama,Mystery",8.2,41075
tt1555149,Elite Squad 2: The Enemy Within,0,2010,115,"Action,Crime,Drama",8.0,85626
tt1562872,Zindagi Na Milegi Dobara,0,2011,155,"Comedy,Drama,Musical",8.2,83575
tt1564367,Just Go with It,0,2011,117,"Comedy,Romance",6.4,259306
tt1568346,The Girl with the Dragon Tattoo,0,2011,158,"Crime,Drama,Mystery",7.8,483366
tt1570728,"Crazy, Stupid, Love.",0,2011,118,"Comedy,Drama,Romance",7.4,548326
tt1587310,Maleficent,0,2014,97,"Adventure,Family,Fantasy",6.9,393390
tt1588173,Warm Bodies,0,2013,98,"Comedy,Horror,Romance",6.8,239747
tt1591095,Insidious,0,2010,103,"Horror,Mystery,Thriller",6.8,332055
tt1596343,Fast Five,0,2011,130,"Action,Crime,Thriller",7.3,400154
tt1596363,The Big Short,0,2015,130,"Biography,Comedy,Drama",7.8,467498
tt1598778,Contagion,0,2011,106,"Drama,Thriller",6.8,311828
tt1599348,Safe House,0,2012,115,"Action,Thriller",6.7,231982
tt1601913,The Grey,0,2011,117,"Action,Adventure,Drama",6.7,259969
tt1605630,American Reunion,0,2012,113,Comedy,6.7,221368
tt1605783,Midnight in Paris,0,2011,94,"Comedy,Fantasy,Romance",7.6,442510
tt1606378,A Good Day to Die Hard,0,2013,98,"Action,Thriller",5.2,212608
tt1606389,The Vow,0,2012,104,"Drama,Romance",6.8,201304
tt1620933,Paan Singh Tomar,0,2012,135,"Action,Biography,Crime",8.2,37448
tt1623205,Oz the Great and Powerful,0,2013,130,"Adventure,Family,Fantasy",6.3,212601
tt1630029,Avatar: The Way of Water,0,2022,192,"Action,Adventure,Fantasy",7.6,465763
tt1631867,Edge of Tomorrow,0,2014,113,"Action,Adventure,Sci-Fi",7.9,717170
tt1632708,Friends with Benefits,0,2011,109,"Comedy,Romance",6.5,387065
tt1636826,Project X,0,2012,88,Comedy,6.6,226490
tt1637688,In Time,0,2011,109,"Action,Sci-Fi,Thriller",6.7,435282
tt1637725,Ted,0,2012,106,Comedy,6.9,641318
tt1638355,The Man from U.N.C.L.E.,0,2015,116,"Action,Adventure,Comedy",7.2,325849
tt1639426,Udaan,0,2010,134,Drama,8.1,46399
tt1645170,The Dictator,0,2012,83,Comedy,6.4,326264
tt1646971,How to Train Your Dragon 2,0,2014,102,"Action,Adventure,Animation",7.8,355086
tt1649418,The Gray Man,0,2022,122,"Action,Thriller",6.5,227189
tt1649419,The Impossible,0,2012,114,"Adventure,Drama,History",7.5,235726
tt1650062,Super 8,0,2011,112,"Action,Mystery,Sci-Fi",7.0,363941
tt1650554,Kick-Ass 2,0,2013,103,"Action,Comedy,Crime",6.5,283995
tt1655442,The Artist,0,2011,100,"Comedy,Drama,Romance",7.9,246571
tt1659337,The Perks of Being a Wallflower,0,2012,103,Drama,7.9,536871
tt1663202,The Revenant,0,2015,156,"Action,Adventure,Drama",8.0,848626
tt1663662,Pacific Rim,0,2013,131,"Action,Adventure,Sci-Fi",6.9,521033
tt1667889,Ice Age: Continental Drift,0,2012,88,"Adventure,Animation,Comedy",6.5,219911
tt1670345,Now You See Me,0,2013,115,"Crime,Mystery,Thriller",7.2,691484
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,0,2012,115,"Adventure,Drama,Fantasy",5.5,258461
tt1675434,The Intouchables,0,2011,112,"Biography,Comedy,Drama",8.5,903584
tt1677720,Ready Player One,0,2018,140,"Action,Adventure,Sci-Fi",7.4,467496
tt1690953,Despicable Me 2,0,2013,98,"Adventure,Animation,Comedy",7.3,417266
tt1700841,Sausage Party,0,2016,89,"Adventure,Animation,Comedy",6.1,205543
tt1706593,Chronicle,0,2012,89,"Action,Drama,Sci-Fi",7.0,259930
tt1706620,Snowpiercer,0,2013,126,"Action,Drama,Sci-Fi",7.1,379826
tt1707386,Les Misérables,0,2012,158,"Drama,Musical,Romance",7.5,340943
tt1723121,We're the Millers,0,2013,110,"Comedy,Crime",7.0,475930
tt1723811,Shame,0,2011,101,Drama,7.2,203020
tt1727824,Bohemian Rhapsody,0,2018,134,"Biography,Drama,Music",7.9,572217
tt1731141,Ender's Game,0,2013,114,"Action,Adventure,Sci-Fi",6.6,250148
tt1735898,Snow White and the Huntsman,0,2012,127,"Action,Adventure,Drama",6.1,298711
tt1745960,Top Gun: Maverick,0,2022,130,"Action,Drama",8.3,638086
tt1748122,Moonrise Kingdom,0,2012,94,"Comedy,Drama,Family",7.8,362598
tt1764651,The Expendables 2,0,2012,103,"Action,Adventure,Thriller",6.6,318501
tt1772341,Wreck-It Ralph,0,2012,101,"Adventure,Animation,Comedy",7.7,447173
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,0,2017,129,"Action,Adventure,Fantasy",6.5,334640
tt1790864,The Maze Runner,0,2014,113,"Action,Mystery,Sci-Fi",6.8,494666
tt1790885,Zero Dark Thirty,0,2012,157,"Drama,History,Thriller",7.4,313593
tt1798684,Southpaw,0,2015,124,"Action,Drama,Sport",7.3,252279
tt1798709,Her,0,2013,126,"Drama,Romance,Sci-Fi",8.0,650872
tt1800241,American Hustle,0,2013,138,"Crime,Drama",7.2,494588
tt1815862,After Earth,0,2013,100,"Action,Adventure,Sci-Fi",4.8,206843
tt1817273,The Place Beyond the Pines,0,2012,140,"Crime,Drama,Thriller",7.3,284218
tt1821480,Kahaani,0,2012,122,"Mystery,Thriller",8.1,64733
tt1823672,Chappie,0,2015,120,"Action,Crime,Drama",6.8,264649
tt1825683,Black Panther,0,2018,134,"Action,Adventure,Sci-Fi",7.3,818733
tt1832382,A Separation,0,2011,123,Drama,8.3,253840
tt1840309,Divergent,0,2014,139,"Action,Adventure,Mystery",6.6,478946
tt1843866,Captain America: The Winter Soldier,0,2014,136,"Action,Adventure,Sci-Fi",7.8,882573
tt1853728,Django Unchained,0,2012,165,"Drama,Western",8.5,1645118
tt1855199,End of Watch,0,2012,109,"Action,Crime,Drama",7.6,262561
tt1856101,Blade Runner 2049,0,2017,164,"Action,Drama,Mystery",8.0,629621
tt1865505,Song of the Sea,0,2014,93,"Adventure,Animation,Drama",8.0,61838
tt1872181,The Amazing Spider-Man 2,0,2014,142,"Action,Adventure,Sci-Fi",6.6,525231
tt1872194,The Judge,0,2014,141,"Crime,Drama",7.4,198691
tt1877830,The Batman,0,2022,176,"Action,Crime,Drama",7.8,740119
tt1877832,X-Men: Days of Future Past,0,2014,132,"Action,Adventure,Sci-Fi",7.9,734150
tt1895587,Spotlight,0,2015,129,"Biography,Crime,Drama",8.1,491632
tt1899353,The Raid: Redemption,0,2011,101,"Action,Crime,Thriller",7.6,213529
tt1905041,Fast & Furious 6,0,2013,130,"Action,Adventure,Crime",7.0,410525
tt1907668,Flight,0,2012,138,"Drama,Thriller",7.3,369668
tt1922777,Sinister,0,2012,110,"Horror,Mystery,Thriller",6.8,272270
tt1931533,Seven Psychopaths,0,2012,110,"Comedy,Crime",7.1,269795
tt1950186,Ford v Ferrari,0,2019,152,"Action,Biography,Drama",8.1,441814
tt1951261,The Hangover Part III,0,2013,100,"Comedy,Crime",5.8,329139
tt1951264,The Hunger Games: Catching Fire,0,2013,146,"Action,Adventure,Sci-Fi",7.5,695940
tt1951265,The Hunger Games: Mockingjay - Part 1,0,2014,123,"Action,Adventure,Sci-Fi",6.6,482121
tt1951266,The Hunger Games: Mockingjay - Part 2,0,2015,137,"Action,Adventure,Sci-Fi",6.5,353042
tt1954470,Gangs of Wasseypur,0,2012,321,"Action,Comedy,Crime",8.2,101303
tt1959490,Noah,0,2014,138,"Action,Adventure,Drama",5.8,263218
tt1959563,The Hitman's Bodyguard,0,2017,118,"Action,Comedy,Crime",6.9,242136
tt1972591,King Arthur: Legend of the Sword,0,2017,126,"Action,Adventure,Drama",6.7,227595
tt1979320,Rush,0,2013,123,"Action,Biography,Drama",8.1,501962
tt1979376,Toy Story 4,0,2019,100,"Adventure,Animation,Comedy",7.7,270772
tt1980209,Pain & Gain,0,2013,129,"Action,Biography,Comedy",6.4,226107
tt1981115,Thor: The Dark World,0,2013,112,"Action,Adventure,Fantasy",6.8,711670
tt1981677,Pitch Perfect,0,2012,112,"Comedy,Music,Romance",7.1,323767
tt2004420,Neighbors,0,2014,97,Comedy,6.3,323884
tt2005151,War Dogs,0,2016,114,"Biography,Comedy,Crime",7.1,242166
tt2015381,Guardians of the Galaxy,0,2014,121,"Action,Adventure,Comedy",8.0,1248494
tt2024469,Non-Stop,0,2014,106,"Action,Mystery,Thriller",6.9,273737
tt2024544,12 Years a Slave,0,2013,134,"Biography,Drama,History",8.1,727806
tt2082197,Barfi!,0,2012,151,"Comedy,Drama,Romance",8.1,85198
tt2084970,The Imitation Game,0,2014,114,"Biography,Drama,Thriller",8.0,806625
tt20850406,Sita Ramam,0,2022,163,"Action,Drama,Mystery",8.6,63815
tt2094766,Assassin's Creed,0,2016,115,"Action,Adventure,Sci-Fi",5.6,205856
tt2096673,Inside Out,0,2015,95,"Adventure,Animation,Comedy",8.1,758820
tt2103281,Dawn of the Planet of the Apes,0,2014,130,"Action,Adventure,Drama",7.6,458318
tt2106476,The Hunt,0,2012,115,Drama,8.3,352443
tt2109248,Transformers: Age of Extinction,0,2014,165,"Action,Adventure,Sci-Fi",5.6,327500
tt2119532,Hacksaw Ridge,0,2016,139,"Biography,Drama,History",8.1,572104
tt2126355,San Andreas,0,2015,114,"Action,Adventure,Thriller",6.1,251295
tt2140203,Wolf Children,0,2012,117,"Animation,Drama,Family",8.1,48007
tt2140479,The Accountant,0,2016,128,"Action,Thriller",7.3,311089
tt2179136,American Sniper,0,2014,133,"Action,Biography,Drama",7.3,516430
tt2184339,The Purge,0,2013,85,"Horror,Sci-Fi,Thriller",5.7,235521
tt2194499,About Time,0,2013,123,"Comedy,Drama,Fantasy",7.8,374040
tt2209764,Transcendence,0,2014,119,"Action,Drama,Sci-Fi",6.2,236271
tt2229499,Don Jon,0,2013,90,"Comedy,Drama,Romance",6.5,244969
tt2234155,The Internship,0,2013,119,Comedy,6.3,212285
tt2245084,Big Hero 6,0,2014,102,"Action,Adventure,Animation",7.8,488358
tt2250912,Spider-Man: Homecoming,0,2017,133,"Action,Adventure,Sci-Fi",7.4,699375
tt2267998,Gone Girl,0,2014,149,"Drama,Mystery,Thriller",8.1,1036278
tt2277860,Finding Dory,0,2016,97,"Adventure,Animation,Comedy",7.2,294569
tt2278388,The Grand Budapest Hotel,0,2014,99,"Adventure,Comedy,Crime",8.1,863314
tt2283362,Jumanji: Welcome to the Jungle,0,2017,119,"Action,Adventure,Comedy",6.9,407801
tt2283748,OMG: Oh My God!,0,2012,125,"Comedy,Drama,Fantasy",8.1,63616
tt2293640,Minions,0,2015,91,"Adventure,Animation,Comedy",6.4,252568
tt2294449,22 Jump Street,0,2014,112,"Action,Comedy,Crime",7.0,397133
tt2294629,Frozen,0,2013,102,"Adventure,Animation,Comedy",7.4,649958
tt2302755,Olympus Has Fallen,0,2013,119,"Action,Thriller",6.5,287869
tt2310332,The Hobbit: The Battle of the Five Armies,0,2014,144,"Adventure,Fantasy",7.4,558021
tt2316204,Alien: Covenant,0,2017,122,"Horror,Sci-Fi,Thriller",6.4,295568
tt2316411,Enemy,0,2013,91,"Drama,Mystery,Thriller",6.9,207887
tt2321549,The Babadook,0,2014,94,"Horror,Mystery",6.8,241087
tt2322441,Fifty Shades of Grey,0,2015,125,"Drama,Romance,Thriller",4.2,330546
tt2334873,Blue Jasmine,0,2013,98,"Comedy,Drama",7.3,210129
tt2334879,White House Down,0,2013,131,"Action,Drama,Thriller",6.3,232559
tt2338151,PK,0,2014,153,"Comedy,Drama,Sci-Fi",8.1,196662
tt2345759,The Mummy,0,2017,111,"Action,Adventure,Fantasy",5.4,200761
tt2356180,Bhaag Milkha Bhaag,0,2013,186,"Biography,Drama,Sport",8.2,70951
tt2361509,The Intern,0,2015,121,"Comedy,Drama",7.1,267327
tt2377938,Special 26,0,2013,144,"Crime,Drama,Thriller",8.0,58195
tt2379713,Spectre,0,2015,148,"Action,Adventure,Thriller",6.8,457876
tt2380307,Coco,0,2017,105,"Adventure,Animation,Drama",8.4,561271
tt2381249,Mission: Impossible - Rogue Nation,0,2015,131,"Action,Adventure,Thriller",7.4,401986
tt2381941,Focus,0,2015,105,"Comedy,Crime,Drama",6.6,267115
tt2382320,No Time to Die,0,2021,163,"Action,Adventure,Thriller",7.3,431414
tt2395427,Avengers: Age of Ultron,0,2015,141,"Action,Adventure,Sci-Fi",7.3,903195
tt2397535,Predestination,0,2014,97,"Action,Drama,Sci-Fi",7.4,296010
tt2404435,The Magnificent Seven,0,2016,132,"Action,Adventure,Drama",6.9,223762
tt2406566,Atomic Blonde,0,2017,115,"Action,Thriller",6.7,202907
tt2446042,Taken 3,0,2014,108,"Action,Crime,Thriller",6.0,200907
tt2463208,The Adam Project,0,2022,106,"Action,Adventure,Comedy",6.7,221794
tt2488496,Star Wars: Episode VII - The Force Awakens,0,2015,138,"Action,Adventure,Sci-Fi",7.8,959646
tt2527336,Star Wars: Episode VIII - The Last Jedi,0,2017,152,"Action,Adventure,Fantasy",6.9,659123
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,0,2019,141,"Action,Adventure,Fantasy",6.4,479510
tt2543164,Arrival,0,2016,116,"Drama,Mystery,Sci-Fi",7.9,741880
tt2543472,Wonder,0,2017,113,"Drama,Family",7.9,174067
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),0,2014,119,"Comedy,Drama",7.7,654627
tt2576852,The Tale of The Princess Kaguya,0,2013,137,"Animation,Drama,Family",8.0,51520
tt2582782,Hell or High Water,0,2016,102,"Crime,Drama,Thriller",7.6,244973
tt2582802,Whiplash,0,2014,106,"Drama,Music",8.5,940625
tt2582846,The Fault in Our Stars,0,2014,126,"Drama,Romance",7.7,393942
tt2584384,Jojo Rabbit,0,2019,108,"Comedy,Drama,War",7.9,424673
tt2631186,Baahubali: The Beginning,0,2015,159,"Action,Drama",8.0,132770
tt2637276,Ted 2,0,2015,115,Comedy,6.3,225263
tt2660888,Star Trek Beyond,0,2016,122,"Action,Adventure,Sci-Fi",7.0,254981
tt2674426,Me Before You,0,2016,110,"Drama,Romance",7.4,276396
tt2704998,Game Night,0,2018,100,"Action,Adventure,Comedy",6.9,250046
tt2709768,The Secret Life of Pets,0,2016,87,"Adventure,Animation,Comedy",6.5,212663
tt2713180,Fury,0,2014,134,"Action,Drama,War",7.6,527731
tt2719848,Everest,0,2015,121,"Action,Adventure,Biography",7.1,227259
tt2737304,Bird Box,0,2018,124,"Horror,Mystery,Sci-Fi",6.6,374317
tt2758880,Winter Sleep,0,2014,196,Drama,8.1,54253
tt2771200,Beauty and the Beast,0,2017,129,"Adventure,Family,Fantasy",7.1,326895
tt2788710,The Interview,0,2014,112,"Action,Adventure,Comedy",6.5,346860
tt2798920,Annihilation,0,2018,115,"Adventure,Drama,Horror",6.8,350803
tt2802144,Kingsman: The Secret Service,0,2014,129,"Action,Adventure,Comedy",7.7,700086
tt2820852,Furious 7,0,2015,137,"Action,Crime,Thriller",7.1,408095
tt2872718,Nightcrawler,0,2014,117,"Crime,Drama,Thriller",7.8,586369
tt2872732,Lucy,0,2014,89,"Action,Sci-Fi,Thriller",6.4,522022
tt2883512,Chef,0,2014,114,"Adventure,Comedy,Drama",7.3,226360
tt2908446,The Divergent Series: Insurgent,0,2015,119,"Action,Adventure,Sci-Fi",6.2,249522
tt2911666,John Wick,0,2014,101,"Action,Crime,Thriller",7.4,717927
tt2935510,Ad Astra,0,2019,123,"Adventure,Drama,Mystery",6.5,253938
tt2948356,Zootopia,0,2016,108,"Adventure,Animation,Comedy",8.0,529869
tt2948372,Soul,0,2020,100,"Adventure,Animation,Comedy",8.0,360612
tt2953050,Encanto,0,2021,102,"Animation,Comedy,Family",7.2,248183
tt2975590,Batman v Superman: Dawn of Justice,0,2016,151,"Action,Adventure,Sci-Fi",6.5,741923
tt2980516,The Theory of Everything,0,2014,123,"Biography,Drama,Romance",7.7,472403
tt2991224,Tangerines,0,2013,87,"Drama,War",8.1,48126
tt3011894,Wild Tales,0,2014,122,"Comedy,Drama,Thriller",8.1,210673
tt3040964,The Jungle Book,0,2016,106,"Adventure,Drama,Family",7.4,287603
tt3065204,The Conjuring 2,0,2016,134,"Horror,Mystery,Thriller",7.3,292523
tt3076658,Creed,0,2015,133,"Action,Drama,Sport",7.6,304233
tt3079380,Spy,0,2015,120,"Action,Comedy",7.0,254525
