tconst,primaryTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0084503,Pink Floyd: The Wall,0,1982,95,"Drama,Fantasy,Music",8.0,84068
tt0084787,The Thing,0,1982,109,"Horror,Mystery,Sci-Fi",8.2,452138
tt0086190,Star Wars: Episode VI - Return of the Jedi,0,1983,131,"Action,Adventure,Fantasy",8.3,1098193
tt0086250,Scarface,0,1983,170,"Crime,Drama",8.3,890388
tt0086879,Amadeus,0,1984,160,"Biography,Drama,Music",8.4,419105
tt0087544,Nausicaä of the Valley of the Wind,0,1984,117,"Adventure,Animation,Sci-Fi",8.0,177530
tt0087843,Once Upon a Time in America,0,1984,229,"Crime,Drama",8.3,368809
tt0087884,"Paris, Texas",0,1984,145,Drama,8.1,114087
tt0088247,The Terminator,0,1984,107,"Action,Sci-Fi",8.1,904224
tt0088763,Back to the Future,0,1985,116,"Adventure,Comedy,Sci-Fi",8.5,1270979
tt0089881,Ran,0,1985,160,"Action,Drama,War",8.2,132697
tt0090605,Aliens,0,1986,137,"Action,Adventure,Sci-Fi",8.4,746676
tt0091251,Come and See,0,1985,142,"Drama,Thriller,War",8.4,91211
tt0091288,Jean de Florette,0,1986,120,"Comedy,Drama",8.1,27049
tt0091763,Platoon,0,1986,120,"Drama,War",8.1,430229
tt0092005,Stand by Me,0,1986,89,"Adventure,Comedy,Drama",8.1,429475
tt0092067,Castle in the Sky,0,1986,125,"Adventure,Animation,Family",8.0,176041
tt0092593,"Goodbye, Children",0,1987,104,"Drama,War",8.0,35526
tt0093058,Full Metal Jacket,0,1987,116,"Drama,War",8.3,773639
tt0093779,The Princess Bride,0,1987,98,"Adventure,Comedy,Family",8.0,442571
tt0094625,Akira,0,1988,124,"Action,Animation,Drama",8.0,198857
tt0095016,Die Hard,0,1988,132,"Action,Thriller",8.2,916277
tt0095327,Grave of the Fireflies,0,1988,89,"Animation,Drama,War",8.5,298123
tt0095765,Cinema Paradiso,0,1988,155,"Drama,Romance",8.5,275506
tt0095953,Rain Man,0,1988,133,Drama,8.0,535749
tt0096283,My Neighbor Totoro,0,1988,86,"Animation,Comedy,Family",8.1,364444
tt0097165,Dead Poets Society,0,1989,128,"Comedy,Drama",8.1,525929
tt0097216,Do the Right Thing,0,1989,120,"Comedy,Drama",8.0,109527
tt0097223,Time of the Gypsies,0,1988,142,"Comedy,Crime,Drama",8.1,32133
tt0097576,Indiana Jones and the Last Crusade,0,1989,127,"Action,Adventure",8.2,794947
tt0099348,Dances with Wolves,0,1990,181,"Adventure,Drama,Western",8.0,283045
tt0099487,Edward Scissorhands,0,1990,105,"Drama,Fantasy,Romance",7.9,512820
tt0099685,Goodfellas,0,1990,145,"Biography,Crime,Drama",8.7,1222388
tt0101414,Beauty and the Beast,0,1991,84,"Animation,Family,Fantasy",8.0,471944
tt0101640,Raise the Red Lantern,0,1991,125,"Drama,Romance",8.1,34561
tt0102138,JFK,0,1991,189,"Drama,History,Thriller",8.0,165964
tt0102926,The Silence of the Lambs,0,1991,118,"Crime,Drama,Thriller",8.6,1504269
tt0103064,Terminator 2: Judgment Day,0,1991,137,"Action,Sci-Fi",8.6,1147357
tt0103639,Aladdin,0,1992,90,"Adventure,Animation,Comedy",8.0,451792
tt0105236,Reservoir Dogs,0,1992,99,"Crime,Thriller",8.3,1064390
tt0105323,Scent of a Woman,0,1992,156,Drama,8.0,319345
tt0105695,Unforgiven,0,1992,130,"Drama,Western",8.2,427972
tt0106332,Farewell My Concubine,0,1992,171,"Drama,Music,Romance",8.1,31962
tt0107048,Groundhog Day,0,1993,101,"Comedy,Drama,Fantasy",8.0,665832
tt0107207,In the Name of the Father,0,1993,133,"Biography,Crime,Drama",8.1,183386
tt0107290,Jurassic Park,0,1993,127,"Action,Adventure,Sci-Fi",8.2,1040048
tt0107688,The Nightmare Before Christmas,0,1993,76,"Animation,Family,Fantasy",7.9,363323
tt0108052,Schindler's List,0,1993,195,"Biography,Drama,History",9.0,1414799
tt0108399,True Romance,0,1993,119,"Crime,Drama,Romance",7.9,237636
tt0109117,Andaz Apna Apna,0,1994,160,"Action,Comedy,Romance",8.0,54688
tt0109424,Chungking Express,0,1994,102,"Comedy,Crime,Drama",8.0,91582
tt0109830,Forrest Gump,0,1994,142,"Drama,Romance",8.8,2191611
tt0110357,The Lion King,0,1994,88,"Adventure,Animation,Drama",8.5,1112109
tt0110413,Léon: The Professional,0,1994,110,"Action,Crime,Drama",8.5,1215238
tt0110912,Pulp Fiction,0,1994,154,"Crime,Drama",8.9,2158425
tt0111161,The Shawshank Redemption,0,1994,142,Drama,9.3,2814439
tt0111495,Three Colors: Red,0,1994,99,"Drama,Mystery,Romance",8.1,108021
tt0112471,Before Sunrise,0,1995,101,"Drama,Romance",8.1,329648
tt0112573,Braveheart,0,1995,178,"Biography,Drama,History",8.3,1072352
tt0112641,Casino,0,1995,178,"Crime,Drama",8.2,548800
tt0112870,Dilwale Dulhania Le Jayenge,0,1995,189,"Drama,Romance",8.0,74881
tt0113247,La haine,0,1995,98,"Crime,Drama",8.1,188944
tt0113277,Heat,0,1995,170,"Action,Crime,Drama",8.3,697603
tt0114369,Se7en,0,1995,127,"Crime,Drama,Mystery",8.6,1744904
tt0114709,Toy Story,0,1995,81,"Adventure,Animation,Comedy",8.3,1042922
tt0114746,12 Monkeys,0,1995,129,"Mystery,Sci-Fi,Thriller",8.0,637168
tt0114787,Underground,0,1995,170,"Comedy,Drama,Fantasy",8.1,60331
tt0114814,The Usual Suspects,0,1995,106,"Crime,Drama,Mystery",8.5,1123618
tt0116231,The Bandit,0,1996,128,"Crime,Drama,Thriller",8.1,71474
tt0116282,Fargo,0,1996,98,"Crime,Thriller",8.1,706196
tt0117589,Secrets & Lies,0,1996,136,"Comedy,Drama",8.0,46138
tt0117666,Sling Blade,0,1996,135,Drama,8.0,97334
tt0117951,Trainspotting,0,1996,93,Drama,8.1,712387
tt0118694,In the Mood for Love,0,2000,98,"Drama,Romance",8.1,161504
tt0118715,The Big Lebowski,0,1998,117,"Comedy,Crime",8.1,841996
tt0118749,Boogie Nights,0,1997,155,Drama,7.9,277000
tt0118799,Life Is Beautiful,0,1997,116,"Comedy,Drama,Romance",8.6,726226
tt0118843,"Black Cat, White Cat",0,1998,127,"Comedy,Crime,Romance",8.0,55665
tt0118849,Children of Heaven,0,1997,89,"Drama,Family,Sport",8.2,78679
tt0119217,Good Will Hunting,0,1997,126,"Drama,Romance",8.3,1028523
tt0119488,L.A. Confidential,0,1997,138,"Crime,Drama,Mystery",8.2,603790
tt0119698,Princess Mononoke,0,1997,134,"Action,Adventure,Animation",8.3,418480
tt0120338,Titanic,0,1997,194,"Drama,Romance",7.9,1251577
tt0120382,The Truman Show,0,1998,103,"Comedy,Drama",8.2,1154218
tt0120586,American History X,0,1998,119,"Crime,Drama",8.5,1163480
tt0120689,The Green Mile,0,1999,189,"Crime,Drama,Fantasy",8.6,1368816
tt0120731,The Legend of 1900,0,1998,169,"Drama,Music,Romance",8.0,67897
tt0120735,"Lock, Stock and Two Smoking Barrels",0,1998,107,"Action,Comedy,Crime",8.1,605007
tt0120737,The Lord of the Rings: The Fellowship of the Ring,0,2001,178,"Action,Adventure,Drama",8.8,1954624
tt0120815,Saving Private Ryan,0,1998,169,"Drama,War",8.6,1457944
tt0126029,Shrek,0,2001,90,"Adventure,Animation,Comedy",7.9,714467
tt0129167,The Iron Giant,0,1999,86,"Action,Adventure,Animation",8.1,217919
tt0133093,The Matrix,0,1999,136,"Action,Sci-Fi",8.7,2000974
tt0137523,Fight Club,0,1999,139,Drama,8.8,2249283
tt0140888,Central Station,0,1998,110,Drama,8.0,41500
tt0154420,The Celebration,0,1998,105,Drama,8.1,91796
tt0156887,Perfect Blue,0,1997,81,"Animation,Crime,Drama",8.0,89149
tt0166896,The Straight Story,0,1999,112,"Biography,Drama",8.0,95094
tt0166924,Mulholland Drive,0,2001,147,"Drama,Mystery,Thriller",7.9,374814
tt0167260,The Lord of the Rings: The Return of the King,0,2003,201,"Action,Adventure,Drama",9.0,1927176
tt0167261,The Lord of the Rings: The Two Towers,0,2002,179,"Action,Adventure,Drama",8.8,1738158
tt0167404,The Sixth Sense,0,1999,107,"Drama,Mystery,Thriller",8.2,1029334
tt0169102,Lagaan: Once Upon a Time in India,0,2001,224,"Drama,Musical,Sport",8.1,118566
tt0169547,American Beauty,0,1999,122,Drama,8.3,1190465
tt0169858,Neon Genesis Evangelion: The End of Evangelion,0,1997,87,"Action,Animation,Drama",8.1,61139
tt0172495,Gladiator,0,2000,155,"Action,Adventure,Drama",8.5,1572220
tt0175880,Magnolia,0,1999,188,Drama,8.0,323742
tt0180093,Requiem for a Dream,0,2000,102,Drama,8.3,879128
tt0181875,Almost Famous,0,2000,122,"Adventure,Comedy,Drama",7.9,288236
tt0198781,"Monsters, Inc.",0,2001,92,"Adventure,Animation,Comedy",8.1,954501
tt0200087,Sarfarosh,0,1999,174,"Action,Crime,Drama",8.1,26501
tt0206634,Children of Men,0,2006,109,"Action,Drama,Sci-Fi",7.9,519838
tt0208092,Snatch,0,2000,104,"Comedy,Crime",8.2,890166
tt0209144,Memento,0,2000,113,"Mystery,Thriller",8.4,1293322
tt0211915,Amélie,0,2001,122,"Comedy,Romance",8.3,781063
tt0242519,Hera Pheri,0,2000,156,"Action,Comedy,Crime",8.1,70936
tt0244316,Yi Yi,0,2000,173,"Drama,Romance",8.1,27284
tt0245429,Spirited Away,0,2001,125,"Adventure,Animation,Family",8.6,816034
tt0245712,Amores Perros,0,2000,154,"Drama,Thriller",8.1,249315
tt0246578,Donnie Darko,0,2001,113,"Drama,Mystery,Sci-Fi",8.0,833750
tt0253474,The Pianist,0,2002,150,"Biography,Drama,Music",8.5,883992
tt0263438,Everything's Gonna Be Great,0,1998,107,"Comedy,Drama,Thriller",8.1,26914
tt0264464,Catch Me If You Can,0,2002,141,"Biography,Crime,Drama",8.1,1055951
tt0266543,Finding Nemo,0,2003,100,"Adventure,Animation,Comedy",8.2,1088498
tt0266697,Kill Bill: Vol. 1,0,2003,111,"Action,Crime,Thriller",8.2,1164281
tt0268978,A Beautiful Mind,0,2001,135,"Biography,Drama",8.2,967041
tt0270053,Vizontele,0,2001,110,"Comedy,Drama",8.0,38125
tt0276919,Dogville,0,2003,178,"Crime,Drama",8.0,155724
tt0292490,Dil Chahta Hai,0,2001,183,"Comedy,Drama,Romance",8.1,74734
tt0293715,My Sassy Girl,0,2001,137,"Comedy,Drama,Romance",8.0,49859
tt0304141,Harry Potter and the Prisoner of Azkaban,0,2004,142,"Adventure,Family,Fantasy",7.9,670923
tt0317248,City of God,0,2002,130,"Crime,Drama",8.6,785001
tt0317705,The Incredibles,0,2004,115,"Action,Adventure,Animation",8.0,783877
tt0319061,Big Fish,0,2003,125,"Adventure,Drama,Fantasy",8.0,452960
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,143,"Action,Adventure,Fantasy",8.1,1180359
tt0338013,Eternal Sunshine of the Spotless Mind,0,2004,108,"Drama,Romance,Sci-Fi",8.3,1051257
tt0338564,Infernal Affairs,0,2002,101,"Action,Crime,Drama",8.0,129322
tt0347149,Howl's Moving Castle,0,2004,119,"Adventure,Animation,Family",8.2,428010
tt0352248,Cinderella Man,0,2005,144,"Biography,Drama,Romance",8.0,194964
tt0353969,Memories of Murder,0,2003,131,"Crime,Drama,Mystery",8.1,205565
tt0359950,The Secret Life of Walter Mitty,0,2013,114,"Adventure,Comedy,Drama",7.3,331807
tt0361748,Inglourious Basterds,0,2009,153,"Adventure,Drama,War",8.4,1534699
tt0363163,Downfall,0,2004,156,"Biography,Drama,History",8.2,368414
tt0364569,Oldboy,0,2003,120,"Action,Drama,Mystery",8.4,615234
tt0365748,Shaun of the Dead,0,2004,99,"Comedy,Horror",7.9,582060
tt0367110,Swades,0,2004,210,"Drama,Musical",8.2,95772
tt0369610,Jurassic World,0,2015,124,"Action,Adventure,Sci-Fi",6.9,667887
tt0369702,The Sea Inside,0,2004,126,"Biography,Drama",8.0,84273
tt0371746,Iron Man,0,2008,126,"Action,Adventure,Sci-Fi",7.9,1101930
tt0372784,Batman Begins,0,2005,140,"Action,Crime,Drama",8.2,1541748
tt0374546,"Spring, Summer, Fall, Winter... and Spring",0,2003,103,"Drama,Romance",8.0,85707
tt0374887,Munna Bhai M.B.B.S.,0,2003,156,"Comedy,Drama",8.1,86305
tt0375611,Black,0,2005,122,Drama,8.1,35684
tt0378194,Kill Bill: Vol. 2,0,2004,137,"Action,Crime,Thriller",8.0,788089
tt0381061,Casino Royale,0,2006,144,"Action,Adventure,Thriller",8.0,681592
tt0381681,Before Sunset,0,2004,80,"Drama,Romance",8.1,280762
tt0382932,Ratatouille,0,2007,111,"Adventure,Animation,Comedy",8.1,794107
tt0384116,G.O.R.A.,0,2004,127,"Adventure,Comedy,Sci-Fi",8.0,65597
tt0386064,Tae Guk Gi: The Brotherhood of War,0,2004,140,"Action,Drama,War",8.0,40708
tt0395169,Hotel Rwanda,0,2004,121,"Biography,Drama,History",8.1,366880
tt0398286,Tangled,0,2010,100,"Adventure,Animation,Comedy",7.7,480723
tt0401383,The Diving Bell and the Butterfly,0,2007,112,"Biography,Drama",8.0,109638
tt0401729,John Carter,0,2012,132,"Action,Adventure,Sci-Fi",6.6,282300
tt0401792,Sin City,0,2005,124,"Crime,Thriller",8.0,786155
tt0405094,The Lives of Others,0,2006,137,"Drama,Mystery,Thriller",8.4,402928
tt0405159,Million Dollar Baby,0,2004,132,"Drama,Sport",8.1,709821
tt0405508,Rang De Basanti,0,2006,167,"Comedy,Crime,Drama",8.1,121398
tt0407887,The Departed,0,2006,151,"Crime,Drama,Thriller",8.5,1387714
tt0408664,Nobody Knows,0,2004,141,Drama,8.0,30229
tt0409847,Cowboys & Aliens,0,2011,119,"Action,Drama,Sci-Fi",6.0,228877
tt0429493,The A-Team,0,2010,117,"Action,Adventure,Crime",6.7,266199
tt0432283,Fantastic Mr. Fox,0,2009,87,"Adventure,Animation,Comedy",7.9,259418
tt0433035,Real Steel,0,2011,127,"Action,Drama,Sci-Fi",7.1,347884
tt0434409,V for Vendetta,0,2005,132,"Action,Drama,Sci-Fi",8.2,1158650
tt0435761,Toy Story 3,0,2010,103,"Adventure,Animation,Comedy",8.3,873672
tt0437086,Alita: Battle Angel,0,2019,122,"Action,Adventure,Sci-Fi",7.3,286067
tt0440963,The Bourne Ultimatum,0,2007,115,"Action,Mystery,Thriller",8.0,650815
tt0443272,Lincoln,0,2012,150,"Biography,Drama,History",7.3,268754
tt0446029,Scott Pilgrim vs. the World,0,2010,112,"Action,Comedy,Fantasy",7.5,451663
tt0448115,Shazam!,0,2019,132,"Action,Adventure,Comedy",7.0,374755
tt0450259,Blood Diamond,0,2006,143,"Adventure,Drama,Thriller",8.0,574418
tt0451279,Wonder Woman,0,2017,141,"Action,Adventure,Fantasy",7.4,686744
tt0454876,Life of Pi,0,2012,127,"Adventure,Drama,Fantasy",7.9,654964
tt0454921,The Pursuit of Happyness,0,2006,117,"Biography,Drama",8.0,545495
tt0455944,The Equalizer,0,2014,132,"Action,Crime,Thriller",7.2,403647
tt0456144,"Carry On, Munna Bhai",0,2006,144,"Comedy,Drama,Romance",8.0,48822
tt0457430,Pan's Labyrinth,0,2006,118,"Drama,Fantasy,War",8.2,691388
tt0458339,Captain America: The First Avenger,0,2011,124,"Action,Adventure,Sci-Fi",6.9,879743
tt0468569,The Dark Knight,0,2008,152,"Action,Crime,Drama",9.0,2796107
tt0469494,There Will Be Blood,0,2007,158,Drama,8.2,623103
tt0470752,Ex Machina,0,2014,108,"Drama,Sci-Fi,Thriller",7.7,571898
tt0473075,Prince of Persia: The Sands of Time,0,2010,116,"Action,Adventure,Fantasy",6.6,299790
tt0476735,My Father and My Son,0,2005,112,"Drama,Family",8.2,90287
tt0477080,Unstoppable,0,2010,98,"Action,Thriller",6.8,204849
tt0477348,No Country for Old Men,0,2007,122,"Crime,Drama,Thriller",8.2,1029317
tt0478970,Ant-Man,0,2015,117,"Action,Comedy,Sci-Fi",7.3,706736
tt0481499,The Croods,0,2013,98,"Action,Adventure,Animation",7.2,227050
tt0482571,The Prestige,0,2006,130,"Drama,Mystery,Sci-Fi",8.5,1404194
tt0499549,Avatar,0,2009,162,"Action,Adventure,Fantasy",7.9,1364037
tt0758752,Love & Other Drugs,0,2010,112,"Comedy,Drama,Romance",6.7,217305
tt0758758,Into the Wild,0,2007,148,"Adventure,Biography,Drama",8.1,645727
tt0770828,Man of Steel,0,2013,143,"Action,Adventure,Sci-Fi",7.1,799276
tt0780504,Drive,0,2011,100,"Action,Drama",7.8,685664
tt0780536,In Bruges,0,2008,107,"Comedy,Crime,Drama",7.9,452487
tt0790636,Dallas Buyers Club,0,2013,117,"Biography,Drama",7.9,509345
tt0790724,Jack Reacher,0,2012,130,"Action,Mystery,Thriller",7.0,357123
tt0796366,Star Trek,0,2009,127,"Action,Adventure,Sci-Fi",7.9,615224
tt0800320,Clash of the Titans,0,2010,106,"Action,Adventure,Fantasy",5.8,289717
tt0800369,Thor,0,2011,115,"Action,Fantasy",7.0,884189
tt0803096,Warcraft,0,2016,123,"Action,Adventure,Fantasy",6.7,274222
tt0808417,Persepolis,0,2007,96,"Animation,Biography,Drama",8.0,98494
tt0816692,Interstellar,0,2014,169,"Adventure,Drama,Sci-Fi",8.7,2006196
tt0816711,World War Z,0,2013,116,"Action,Adventure,Horror",7.0,702391
tt0829150,Dracula Untold,0,2014,92,"Action,Drama,Fantasy",6.2,204288
tt0831387,Godzilla,0,2014,123,"Action,Adventure,Sci-Fi",6.4,429281
tt0837562,Hotel Transylvania,0,2012,91,"Adventure,Animation,Comedy",7.0,273426
tt0840361,The Town,0,2010,125,"Crime,Drama,Thriller",7.5,407820
tt0848228,The Avengers,0,2012,143,"Action,Sci-Fi",8.0,1437527
tt0861739,Elite Squad,0,2007,115,"Action,Crime,Drama",8.0,108231
tt0870154,Jungle Cruise,0,2021,127,"Action,Adventure,Comedy",6.6,206171
tt0871510,Chak De! India,0,2007,153,"Drama,Family,Sport",8.1,83502
tt0892769,How to Train Your Dragon,0,2010,98,"Action,Adventure,Animation",8.1,779573
tt0892791,Shrek Forever After,0,2010,95,"Adventure,Animation,Comedy",6.3,219359
tt0903624,The Hobbit: An Unexpected Journey,0,2012,169,"Adventure,Fantasy",7.8,856064
tt0910970,WALL·E,0,2008,98,"Adventure,Animation,Family",8.4,1170188
tt0926084,Harry Potter and the Deathly Hallows: Part 1,0,2010,146,"Adventure,Family,Fantasy",7.7,581467
tt0944835,Salt,0,2010,100,"Action,Thriller",6.4,325727
tt0945513,Source Code,0,2011,93,"Action,Drama,Mystery",7.5,539719
tt0947798,Black Swan,0,2010,108,"Drama,Thriller",8.0,804041
tt0948470,The Amazing Spider-Man,0,2012,136,"Action,Adventure,Sci-Fi",6.9,686910
tt0955308,Robin Hood,0,2010,140,"Action,Adventure,Drama",6.6,278789
tt0964517,The Fighter,0,2010,116,"Action,Biography,Drama",7.8,382877
tt0970179,Hugo,0,2011,126,"Adventure,Drama,Family",7.5,332606
tt0974015,Justice League,0,2017,120,"Action,Adventure,Fantasy",6.1,471041
tt0978762,Mary and Max,0,2009,92,"Animation,Comedy,Drama",8.1,183727
tt0978764,Sucker Punch,0,2011,110,"Action,Adventure,Fantasy",6.0,248940
tt0983193,The Adventures of Tintin,0,2011,107,"Action,Adventure,Animation",7.3,239727
tt0985694,Machete,0,2010,105,"Action,Crime,Thriller",6.6,202177
tt0986264,Like Stars on Earth,0,2007,162,"Drama,Family",8.3,202419
tt0993842,Hanna,0,2011,111,"Action,Adventure,Drama",6.8,204882
tt0993846,The Wolf of Wall Street,0,2013,180,"Biography,Comedy,Crime",8.2,1522161
tt1001526,Megamind,0,2010,95,"Action,Animation,Comedy",7.3,285218
tt1010048,Slumdog Millionaire,0,2008,120,"Crime,Drama,Romance",8.0,867136
tt1013743,Knight and Day,0,2010,109,"Action,Adventure,Comedy",6.3,206738
tt1014759,Alice in Wonderland,0,2010,108,"Adventure,Family,Fantasy",6.4,432702
tt1016150,All Quiet on the Western Front,0,2022,148,"Action,Drama,War",7.8,225921
tt10189514,Soorarai Pottru,0,2020,153,"Action,Drama",8.7,121435
tt1024648,Argo,0,2012,120,"Biography,Drama,Thriller",7.7,631138
tt10272386,The Father,0,2020,97,"Drama,Mystery",8.2,179757
tt10280296,Sardar Udham,0,2021,164,"Biography,Crime,Drama",8.4,45495
tt1028532,Hachi: A Dog's Tale,0,2009,93,"Biography,Drama,Family",8.1,302572
tt10295212,Shershaah,0,2021,135,"Action,Biography,Drama",8.3,126935
tt10324144,Article 15,0,2019,130,"Crime,Drama,Mystery",8.1,35904
tt1033575,The Descendants,0,2011,115,"Comedy,Drama",7.3,247626
tt10366206,John Wick: Chapter 4,0,2023,169,"Action,Crime,Thriller",7.7,292290
tt10366460,CODA,0,2021,111,"Comedy,Drama,Music",8.0,154770
tt1037705,The Book of Eli,0,2010,118,"Action,Adventure,Drama",6.8,332870
tt10431500,Miracle in Cell No. 7,0,2019,132,Drama,8.2,53480
tt1045658,Silver Linings Playbook,0,2012,122,"Comedy,Drama,Romance",7.7,731090
tt1049413,Up,0,2009,96,"Adventure,Animation,Comedy",8.3,1096204
tt1051906,The Invisible Man,0,2020,124,"Drama,Horror,Mystery",7.1,246214
tt10648342,Thor: Love and Thunder,0,2022,118,"Action,Adventure,Comedy",6.2,381787
tt1065073,Boyhood,0,2014,165,Drama,7.9,363517
tt1069238,Departures,0,2008,130,Drama,8.0,54167
tt10698680,K.G.F: Chapter 2,0,2022,166,"Action,Crime,Drama",8.3,143938
tt1074638,Skyfall,0,2012,143,"Action,Adventure,Thriller",7.8,719435
tt1077368,Dark Shadows,0,2012,113,"Comedy,Family,Fantasy",6.2,276621
tt10811166,The Kashmir Files,0,2022,170,Drama,8.6,571940
tt10838180,The Matrix Resurrections,0,2021,148,"Action,Sci-Fi",5.7,270419
tt10872600,Spider-Man: No Way Home,0,2021,148,"Action,Adventure,Fantasy",8.2,839801
tt1091191,Lone Survivor,0,2013,121,"Action,Biography,Drama",7.5,300584
tt1092026,Paul,0,2011,104,"Adventure,Comedy,Sci-Fi",6.9,262682
tt10954600,Ant-Man and the Wasp: Quantumania,0,2023,124,"Action,Adventure,Comedy",6.1,209240
tt10954984,Nope,0,2022,130,"Horror,Mystery,Sci-Fi",6.8,248122
tt11032374,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,0,2020,117,"Action,Adventure,Animation",8.2,68694
tt1104001,TRON: Legacy,0,2010,125,"Action,Adventure,Sci-Fi",6.8,350167
tt11083552,Wrath of Man,0,2021,119,"Action,Crime,Thriller",7.1,198330
tt11138512,The Northman,0,2022,137,"Action,Adventure,Drama",7.0,238484
tt1120985,Blue Valentine,0,2010,112,"Drama,Romance",7.3,207294
tt1124035,The Ides of March,0,2011,101,"Drama,Thriller",7.1,228200
tt11286314,Don't Look Up,0,2021,138,"Comedy,Drama,Sci-Fi",7.2,575089
tt1130884,Shutter Island,0,2010,138,"Mystery,Thriller",8.2,1405654
tt1133985,Green Lantern,0,2011,114,"Action,Adventure,Sci-Fi",5.5,292587
tt1155076,The Karate Kid,0,2010,140,"Action,Drama,Family",6.2,199545
tt11564570,Glass Onion,0,2022,139,"Comedy,Crime,Drama",7.1,415225
tt1160419,Dune,0,2021,155,"Action,Adventure,Drama",8.0,723534
tt1170358,The Hobbit: The Desolation of Smaug,0,2013,161,"Adventure,Drama,Fantasy",7.8,690212
tt1171701,The Breath,0,2009,128,"Action,Drama,Thriller",8.0,34724
tt1179933,10 Cloverfield Lane,0,2016,103,"Drama,Horror,Mystery",7.2,346696
tt11813216,The Banshees of Inisherin,0,2022,114,"Comedy,Drama",7.7,230865
tt11866324,Prey,0,2022,100,"Action,Adventure,Drama",7.1,216780
tt1187043,3 Idiots,0,2009,170,"Comedy,Drama",8.4,420568
tt1189340,The Lincoln Lawyer,0,2011,118,"Crime,Drama,Mystery",7.3,249614
tt1192628,Rango,0,2011,107,"Action,Adventure,Animation",7.2,286154
tt1194173,The Bourne Legacy,0,2012,135,"Action,Adventure,Thriller",6.6,311894
tt1201607,Harry Potter and the Deathly Hallows: Part 2,0,2011,130,"Adventure,Family,Fantasy",8.1,922467
tt1205489,Gran Torino,0,2008,116,Drama,8.1,801147
tt1210166,Moneyball,0,2011,133,"Biography,Drama,Sport",7.6,451924
tt1210819,The Lone Ranger,0,2013,150,"Action,Adventure,Western",6.4,241773
tt1211837,Doctor Strange,0,2016,115,"Action,Adventure,Fantasy",7.5,784152
tt1211956,Escape Plan,0,2013,115,"Action,Thriller",6.7,253724
tt1212450,Lawless,0,2012,116,"Biography,Crime,Drama",7.2,250234
tt1213641,First Man,0,2018,141,"Biography,Drama,History",7.3,197968
tt1213663,The World's End,0,2013,109,"Action,Comedy,Sci-Fi",6.9,293890
tt1216475,Cars 2,0,2011,106,"Adventure,Animation,Comedy",6.2,208979
tt1217209,Brave,0,2012,93,"Action,Adventure,Animation",7.1,431963
tt1219289,Limitless,0,2011,105,"Sci-Fi,Thriller",7.4,599961
tt1219827,Ghost in the Shell,0,2017,107,"Action,Crime,Drama",6.3,224165
tt1220719,Ip Man,0,2008,106,"Action,Biography,Drama",8.0,230995
tt1228705,Iron Man 2,0,2010,124,"Action,Sci-Fi",6.9,851761
tt1229238,Mission: Impossible - Ghost Protocol,0,2011,132,"Action,Adventure,Thriller",7.4,519348
tt1231583,Due Date,0,2010,95,"Comedy,Drama",6.5,353935
tt1232829,21 Jump Street,0,2012,109,"Action,Comedy,Crime",7.2,586148
tt1234721,RoboCop,0,2014,117,"Action,Crime,Sci-Fi",6.1,236396
tt12361178,Drishyam 2,0,2021,152,"Crime,Drama,Thriller",8.4,39905
tt12361974,Zack Snyder's Justice League,0,2021,242,"Action,Adventure,Fantasy",7.9,426278
tt1243957,The Tourist,0,2010,103,"Action,Thriller",6.0,252706
tt1245492,This Is the End,0,2013,107,"Comedy,Fantasy",6.6,428409
tt1245526,RED,0,2010,111,"Action,Comedy,Crime",7.0,319455
tt1250777,Kick-Ass,0,2010,117,"Action,Comedy,Crime",7.6,583784
tt1253863,300: Rise of an Empire,0,2014,102,"Action,Drama,War",6.2,311618
tt1255953,Incendies,0,2010,131,"Drama,Mystery,War",8.3,190821
tt12593682,Bullet Train,0,2022,127,"Action,Comedy,Thriller",7.3,391111
tt1259521,The Cabin in the Woods,0,2011,95,"Horror,Mystery,Thriller",7.0,440876
tt1270797,Venom,0,2018,112,"Action,Adventure,Sci-Fi",6.6,521752
tt1270798,X-Men: First Class,0,2011,131,"Action,Sci-Fi",7.7,713296
tt1272878,2 Guns,0,2013,109,"Action,Comedy,Thriller",6.7,221882
tt1276104,Looper,0,2012,119,"Action,Drama,Sci-Fi",7.4,594016
tt1280558,A Wednesday,0,2008,104,"Action,Crime,Drama",8.1,81067
tt1282140,Easy A,0,2010,92,"Comedy,Drama,Romance",7.0,408714
tt1284575,Bad Teacher,0,2011,92,"Comedy,Romance",5.6,209919
tt1285016,The Social Network,0,2010,120,"Biography,Drama",7.8,739326
tt1289401,Ghostbusters,0,2016,117,"Action,Comedy,Fantasy",6.8,240674
tt1291150,Teenage Mutant Ninja Turtles,0,2014,101,"Action,Adventure,Comedy",5.8,217653
tt1291584,Warrior,0,2011,140,"Action,Drama,Sport",8.1,489351
tt1298650,Pirates of the Caribbean: On Stranger Tides,0,2011,137,"Action,Adventure,Fantasy",6.6,551965
tt1300854,Iron Man 3,0,2013,130,"Action,Adventure,Sci-Fi",7.1,883638
tt1302006,The Irishman,0,2019,209,"Biography,Crime,Drama",7.8,416831
tt1302011,Kung Fu Panda 2,0,2011,90,"Action,Adventure,Animation",7.2,306889
