tconst,averageRating,numVotes
tt3322420,8.1,67653
tt3385516,6.9,452943
tt3390572,8.0,56735
tt3397884,7.7,458260
tt3402236,6.5,280389
tt3417422,8.3,43230
tt3450958,7.4,272769
tt3460252,7.8,640336
tt3464902,7.1,278175
tt3480822,6.7,410843
tt3498820,7.8,830245
tt3501632,7.9,796267
tt3521164,7.6,363593
tt3532216,7.1,201040
tt3553976,7.8,229804
tt3606756,7.6,319827
tt3612616,8.0,60477
tt3659388,8.0,898896
tt3682448,7.6,322937
tt3704428,7.3,218396
tt3731562,6.7,337034
tt3741834,8.0,246265
tt3748528,7.8,671369
tt3778644,6.9,369891
tt3783958,8.0,639385
tt3799694,7.4,357607
tt3863552,8.1,94562
tt3890160,7.6,586253
tt3896198,7.6,739517
tt4016934,8.1,164571
tt4034228,7.8,302155
tt4046784,6.3,267423
tt4123430,6.5,300616
tt4154664,6.8,593859
tt4154756,8.4,1163248
tt4154796,8.4,1222786
tt4160708,7.1,292939
tt4169250,8.0,65510
tt4196776,6.6,237650
tt4263482,7.0,288453
tt4425200,7.4,494742
tt4430212,8.2,91410
tt4513678,7.1,202964
tt4550098,7.5,296274
tt4555426,7.4,214579
tt4630562,6.6,248067
tt4633694,8.4,636848
tt4635372,8.1,30018
tt4649466,6.7,352257
tt4729430,8.2,173199
tt4779682,5.6,200841
tt4846340,7.8,247394
tt4849438,8.2,110150
tt4857264,8.0,187620
tt4881806,6.1,335578
tt4912910,7.7,367302
tt4925292,7.4,315692
tt4934950,8.1,37174
tt4972582,7.3,533130
tt4975722,7.4,324283
tt5013056,7.8,715994
tt5027774,8.1,539212
tt5034838,6.3,227131
tt5052448,7.8,666935
tt5074352,8.3,203027
tt5083738,7.5,214015
tt5095030,7.0,437054
tt5109784,6.6,242822
tt5164214,6.3,235606
tt5198068,8.0,36896
tt5311514,8.4,302328
tt5323662,8.1,94828
tt5362988,7.7,270677
tt5442430,6.6,245927
tt5463162,7.6,622732
tt5519340,6.3,198371
tt5537002,8.1,64373
tt5571734,8.1,47167
tt5580036,7.5,235321
tt5580390,7.3,438946
tt5606664,7.3,210877
tt5700672,7.6,245182
tt5726616,7.8,299700
tt5727208,7.4,306342
tt6105098,6.8,260650
tt6139732,6.9,283295
tt6146586,7.4,409352
tt6148156,8.2,49303
tt6264654,7.1,405844
tt6316138,8.3,42609
tt6320628,7.4,535340
tt6334354,7.2,389872
tt6443346,6.2,261799
tt6499752,7.5,199678
tt6565702,5.7,199297
tt6628102,8.0,26602
tt6644200,7.5,566221
tt6710474,7.8,485716
tt6718170,7.1,200708
tt6723592,7.3,565834
tt6751668,8.5,898402
tt6791350,7.9,337214
tt6806448,6.5,229523
tt6823368,6.6,260139
tt6857112,6.8,328876
tt6966692,8.2,540114
tt7019842,8.5,34743
tt7060344,8.3,48686
tt7097896,5.9,249520
tt7126948,5.4,285398
tt7131622,7.6,806419
tt7286456,8.4,1415444
tt7349662,7.5,282167
tt7349950,6.5,291545
tt7392212,8.2,26776
tt7466810,8.8,37298
tt7653254,7.9,334656
tt7713068,6.1,257544
tt7784604,7.3,359492
tt7838252,8.2,94686
tt7846844,6.6,210986
tt7888964,7.4,308137
tt7975244,6.7,272104
tt7984734,7.4,242028
tt7991608,6.3,302490
tt8108198,8.2,99535
tt8228288,7.0,258502
tt8239946,8.2,55994
tt8267604,8.4,100202
tt8291224,8.2,69568
tt8332922,7.2,261232
tt8367814,7.8,374036
tt8503618,8.3,107386
tt8579674,8.2,647172
tt8613070,8.1,103776
tt8633462,8.0,37033
tt8772262,7.1,375878
tt8936646,6.8,253155
tt8946378,7.9,745213
tt9032400,6.3,371875
tt9052870,8.3,60450
tt9114286,6.7,288626
tt9179430,8.3,69035
tt9243946,7.3,279981
tt9263550,8.7,55896
tt9362722,8.7,284771
tt9376612,7.4,418424
tt9419884,6.9,457488
tt9477520,8.4,32362
tt9620292,7.5,198087
tt9764362,7.2,358259
tt9777666,6.6,220313
tt9900782,8.4,39422
